Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SEA2GT,2013.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2013.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2014.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2014.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2014.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2014.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2015.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2015.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2015.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2015.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2016.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2016.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2016.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2016.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2017.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2017.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2017.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2017.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2018.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2018.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2018.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2018.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2019.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2019.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2019.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2019.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2020.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2020.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2020.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2GT,2020.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Retail Trade,Trend,,
BDCQ.SEA2HA,2011.06,608.851062,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2011.09,622.134445,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2011.12,671.205544,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2012.03,685.787514,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2012.06,652.186281,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2012.09,660.226007,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2012.12,701.8068450000001,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2013.03,706.719791,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2013.06,697.4521980000001,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2013.09,680.239158,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2013.12,750.725011,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2014.03,754.995764,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2014.06,733.956154,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2014.09,728.853756,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2014.12,807.978117,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2015.03,809.390988,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2015.06,799.763097,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2015.09,796.705201,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2015.12,869.233498,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2016.03,919.216222,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2016.06,888.273948,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2016.09,878.106617,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2016.12,972.5365380000001,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2017.03,1015.9623539999999,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2017.06,986.384777,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2017.09,951.561884,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2017.12,1063.965875,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2018.03,1054.92525,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2018.06,1054.557201,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2018.09,1023.243766,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2018.12,1139.091936,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2019.03,1124.608224,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2019.06,1120.9556109999999,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2019.09,1102.422609,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2019.12,1236.0944060000002,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2020.03,1168.951537,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2020.06,1027.933821,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2020.09,1088.005497,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2020.12,1133.5862880000002,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2021.03,1148.841173,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2021.06,1221.651292,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HA,2021.09,1171.4615099999999,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Actual,,
BDCQ.SEA2HS,2011.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2011.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2011.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2012.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2012.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2012.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2012.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2013.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2013.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2013.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2013.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2014.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2014.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2014.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2014.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2015.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2015.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2015.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2015.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2016.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2016.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2016.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2016.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2017.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2017.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2017.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2017.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2018.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2018.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2018.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2018.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2019.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2019.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2019.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2019.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2020.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2020.06,,Y,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2020.09,,Y,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HS,2020.12,,Y,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Seasonally adjusted,,
BDCQ.SEA2HT,2011.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2011.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2011.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2012.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2012.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2012.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2012.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2013.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2013.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2013.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2013.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2014.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2014.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2014.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2014.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2015.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2015.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2015.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2015.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2016.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2016.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2016.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2016.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2017.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2017.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2017.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2017.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2018.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2018.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2018.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2018.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2019.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2019.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2019.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2019.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2020.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2020.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2020.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2HT,2020.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Accommodation and Food Services,Trend,,
BDCQ.SEA2IA,2011.06,995.048961,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2011.09,1059.5392259999999,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2011.12,1055.448033,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2012.03,1057.046942,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2012.06,1051.371715,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2012.09,1096.110962,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2012.12,1105.428405,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2013.03,1081.960984,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2013.06,1112.401525,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2013.09,1179.545869,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2013.12,1182.296031,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2014.03,1138.1356660000001,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2014.06,1169.8828839999999,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2014.09,1255.26734,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2014.12,1250.060001,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2015.03,1184.7686119999998,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2015.06,1220.3707960000002,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2015.09,1317.5885130000001,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2015.12,1311.4598230000001,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2016.03,1255.2816269999998,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2016.06,1321.3369400000001,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2016.09,1391.959345,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2016.12,1384.2602570000001,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2017.03,1344.268879,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2017.06,1401.431599,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2017.09,1458.895671,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2017.12,1488.149367,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2018.03,1428.083553,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2018.06,1485.56778,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2018.09,1530.494136,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2018.12,1587.07674,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2019.03,1492.478708,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
BDCQ.SEA2IA,2019.06,1595.333304,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,"Transport, Postal and Warehousing",Actual,,
